rep000_seed0000	CFF000428	CFF000670	CFF000672	CFF001027	CFF001554	CFF000424	CFF000605	CFF001201	CFF000062	CFF000500	CFF000063	CFF000437	CFF000379	CFF001257	CFF000044	CFF000622	CFF000624	CFF000178
rep746_seed2771	FAM001237	FAM003154	FAM004279	FAM002716	FAM000052	FAM005338	FAM003265	FAM000678	FAM012164	FAM008881	FAM010524	FAM003509	FAM003064	FAM005490	FAM011467	FAM001595	FAM003290	FAM010608
rep747_seed2772	FAM007613	FAM005885	FAM006866	FAM002667	FAM002815	FAM011795	FAM004404	FAM002594	FAM009362	FAM003845	FAM009107	FAM011608	FAM006743	FAM013125	FAM000318	FAM011832	FAM000703	FAM000055
rep748_seed2773	FAM002224	FAM003874	FAM000902	FAM001377	FAM004872	FAM002090	FAM003551	FAM003449	FAM001585	FAM000671	FAM006433	FAM008294	FAM005799	FAM003802	FAM007394	FAM004405	FAM005216	FAM013424
rep749_seed2774	FAM008290	FAM007598	FAM002251	FAM002305	FAM005402	FAM011090	FAM012789	FAM000768	FAM002947	FAM000603	FAM000165	FAM004043	FAM000660	FAM002815	FAM003368	FAM000432	FAM001729	FAM001256
rep750_seed2775	FAM008928	FAM000831	FAM006439	FAM000873	FAM009687	FAM009264	FAM001063	FAM002050	FAM001486	FAM004022	FAM002091	FAM000301	FAM001753	FAM003230	FAM013596	FAM004438	FAM004520	FAM000340
rep751_seed2776	FAM000383	FAM003772	FAM000871	FAM006615	FAM004984	FAM005392	FAM002473	FAM004908	FAM001393	FAM001346	FAM006847	FAM011105	FAM011940	FAM002006	FAM001997	FAM014503	FAM004601	FAM008512
rep752_seed2777	FAM004156	FAM000381	FAM002858	FAM007010	FAM001222	FAM004594	FAM005247	FAM009527	FAM000031	FAM012930	FAM004257	FAM004136	FAM001433	FAM001193	FAM001688	FAM008029	FAM002274	FAM001995
rep753_seed2778	FAM002584	FAM003902	FAM002275	FAM013215	FAM013074	FAM004098	FAM000291	FAM013591	FAM003831	FAM004318	FAM001976	FAM000429	FAM010117	FAM001325	FAM000012	FAM001258	FAM002968	FAM001149
rep754_seed2779	FAM010717	FAM000995	FAM001424	FAM002408	FAM008004	FAM001608	FAM001939	FAM005362	FAM005201	FAM005036	FAM013442	FAM012319	FAM001963	FAM001728	FAM000582	FAM007364	FAM000180	FAM001815
rep755_seed2780	FAM004007	FAM009916	FAM001071	FAM002351	FAM001475	FAM010708	FAM006002	FAM001061	FAM000667	FAM005218	FAM003990	FAM002909	FAM012531	FAM005316	FAM014565	FAM008002	FAM008548	FAM005393
rep756_seed2781	FAM000813	FAM004797	FAM001840	FAM003896	FAM006460	FAM003311	FAM005839	FAM014533	FAM002352	FAM001906	FAM002433	FAM001085	FAM004072	FAM007846	FAM004821	FAM006317	FAM001070	FAM003932
rep757_seed2782	FAM003581	FAM002841	FAM003501	FAM009557	FAM001271	FAM003883	FAM002684	FAM002917	FAM002903	FAM003085	FAM003471	FAM014135	FAM007807	FAM004906	FAM006551	FAM002846	FAM010751	FAM001464
rep758_seed2783	FAM006601	FAM005552	FAM004742	FAM004857	FAM005416	FAM006466	FAM012989	FAM005981	FAM000730	FAM009515	FAM010201	FAM004445	FAM005738	FAM011906	FAM006471	FAM001983	FAM000537	FAM000364
rep759_seed2784	FAM002433	FAM002309	FAM007259	FAM000390	FAM004516	FAM008031	FAM005220	FAM006268	FAM008299	FAM002075	FAM001227	FAM003057	FAM008569	FAM008694	FAM005218	FAM002407	FAM005798	FAM005006
rep760_seed2785	FAM000402	FAM002953	FAM002292	FAM001099	FAM002079	FAM005738	FAM001101	FAM005084	FAM003722	FAM005648	FAM004313	FAM013577	FAM004034	FAM010967	FAM002926	FAM008856	FAM001842	FAM013722
rep761_seed2786	FAM002185	FAM003175	FAM005104	FAM005676	FAM002712	FAM004700	FAM001136	FAM004753	FAM003284	FAM004259	FAM004323	FAM003675	FAM002302	FAM000339	FAM004865	FAM002986	FAM003401	FAM010777
rep762_seed2787	FAM007418	FAM000058	FAM007025	FAM002189	FAM001715	FAM004268	FAM007285	FAM012326	FAM010419	FAM000071	FAM002263	FAM009001	FAM002980	FAM001869	FAM001666	FAM009208	FAM001315	FAM004218
rep763_seed2788	FAM001020	FAM000403	FAM013283	FAM004642	FAM002011	FAM008369	FAM001235	FAM004132	FAM000698	FAM002430	FAM007159	FAM012867	FAM001374	FAM007351	FAM003005	FAM001370	FAM005369	FAM001969
rep764_seed2789	FAM001613	FAM009758	FAM006268	FAM000566	FAM012135	FAM004409	FAM001555	FAM013258	FAM012966	FAM002102	FAM006277	FAM003846	FAM000421	FAM000021	FAM012027	FAM001387	FAM009961	FAM014121
rep765_seed2790	FAM009930	FAM009515	FAM012173	FAM005823	FAM006312	FAM011433	FAM000980	FAM012187	FAM002499	FAM009596	FAM003807	FAM007482	FAM010391	FAM008434	FAM000116	FAM002294	FAM001857	FAM003821
rep766_seed2791	FAM003405	FAM002455	FAM002081	FAM010871	FAM008737	FAM003099	FAM010809	FAM002580	FAM010597	FAM004778	FAM004645	FAM000222	FAM010086	FAM001688	FAM001097	FAM011622	FAM000851	FAM004623
rep767_seed2792	FAM005891	FAM001235	FAM000334	FAM007161	FAM003820	FAM002194	FAM000121	FAM008029	FAM005382	FAM000576	FAM001078	FAM006279	FAM006143	FAM007144	FAM003922	FAM008747	FAM001917	FAM003609
rep768_seed2793	FAM003026	FAM001078	FAM002304	FAM000433	FAM002762	FAM007072	FAM001050	FAM001012	FAM011423	FAM005566	FAM006526	FAM004526	FAM007452	FAM002433	FAM000639	FAM006362	FAM001594	FAM001066
rep769_seed2794	FAM008687	FAM003266	FAM000640	FAM002116	FAM006447	FAM011043	FAM003627	FAM003340	FAM000845	FAM006285	FAM009334	FAM009356	FAM013872	FAM006780	FAM012200	FAM005112	FAM000420	FAM013969
rep770_seed2795	FAM006512	FAM011861	FAM014503	FAM010777	FAM002621	FAM001463	FAM001192	FAM003764	FAM002666	FAM001937	FAM002223	FAM000225	FAM005267	FAM000384	FAM002119	FAM001814	FAM012852	FAM007339
rep771_seed2796	FAM001539	FAM010421	FAM001719	FAM010711	FAM002566	FAM007544	FAM005423	FAM001158	FAM003663	FAM014568	FAM000299	FAM003740	FAM007717	FAM003333	FAM001170	FAM003654	FAM000073	FAM009769
rep772_seed2797	FAM001933	FAM002256	FAM010788	FAM013397	FAM004046	FAM000220	FAM002620	FAM009607	FAM008787	FAM009454	FAM000201	FAM001075	FAM004674	FAM000866	FAM005265	FAM000832	FAM000507	FAM001452
rep773_seed2798	FAM011972	FAM002079	FAM013639	FAM000043	FAM006298	FAM007034	FAM003270	FAM000554	FAM001030	FAM001341	FAM006631	FAM002242	FAM009945	FAM005962	FAM014012	FAM000675	FAM003447	FAM006049
rep774_seed2799	FAM008312	FAM001851	FAM013423	FAM003292	FAM010451	FAM006230	FAM001446	FAM008492	FAM005772	FAM002998	FAM005920	FAM004704	FAM002713	FAM001779	FAM008687	FAM006948	FAM001299	FAM009356
rep775_seed2800	FAM011625	FAM002375	FAM002187	FAM006690	FAM000304	FAM010573	FAM004378	FAM004770	FAM000570	FAM007109	FAM011124	FAM008515	FAM002160	FAM005856	FAM004177	FAM004937	FAM012955	FAM010749
rep776_seed2801	FAM009597	FAM000359	FAM007083	FAM000265	FAM004024	FAM003685	FAM004467	FAM007807	FAM001218	FAM000081	FAM006021	FAM002080	FAM000262	FAM003649	FAM012575	FAM000962	FAM008506	FAM002453
rep777_seed2802	FAM001350	FAM006275	FAM003522	FAM003043	FAM007247	FAM007356	FAM000246	FAM012674	FAM004160	FAM006027	FAM001200	FAM002637	FAM001604	FAM012951	FAM011519	FAM004051	FAM002582	FAM001353
rep778_seed2803	FAM003650	FAM007255	FAM011569	FAM000786	FAM001638	FAM002309	FAM013921	FAM003332	FAM006875	FAM006150	FAM004920	FAM013016	FAM006512	FAM007589	FAM000522	FAM002328	FAM002871	FAM000683
rep779_seed2804	FAM004170	FAM011804	FAM002606	FAM003849	FAM000262	FAM005158	FAM006667	FAM004748	FAM008316	FAM011840	FAM002633	FAM004512	FAM006916	FAM005929	FAM007880	FAM002056	FAM011724	FAM002367
rep780_seed2805	FAM001676	FAM004461	FAM003643	FAM005966	FAM012789	FAM002089	FAM002970	FAM001997	FAM001947	FAM004671	FAM008570	FAM001320	FAM003099	FAM011294	FAM005093	FAM010421	FAM009472	FAM004955
rep781_seed2806	FAM001913	FAM005399	FAM005768	FAM002389	FAM011854	FAM004158	FAM008285	FAM001504	FAM004536	FAM003093	FAM000115	FAM001407	FAM002245	FAM005749	FAM002336	FAM008465	FAM008911	FAM002300
rep782_seed2807	FAM004887	FAM001500	FAM006120	FAM013061	FAM007148	FAM000549	FAM002228	FAM006446	FAM005321	FAM001876	FAM012577	FAM001480	FAM003181	FAM004644	FAM008892	FAM000352	FAM009416	FAM001445
rep783_seed2808	FAM000940	FAM008714	FAM000983	FAM001717	FAM012771	FAM001976	FAM003578	FAM005027	FAM000244	FAM003255	FAM002175	FAM000003	FAM001955	FAM003603	FAM010438	FAM012607	FAM006829	FAM010344
rep784_seed2809	FAM000715	FAM000120	FAM003351	FAM002190	FAM002845	FAM009934	FAM011474	FAM012456	FAM004379	FAM004196	FAM000054	FAM001395	FAM005177	FAM000317	FAM002343	FAM004859	FAM005612	FAM011672
rep785_seed2810	FAM006433	FAM001852	FAM006279	FAM005298	FAM000269	FAM004575	FAM010919	FAM012246	FAM011782	FAM011019	FAM001484	FAM012929	FAM004981	FAM000727	FAM005825	FAM006751	FAM005694	FAM002188
rep786_seed2811	FAM001010	FAM003823	FAM012924	FAM011888	FAM005379	FAM007783	FAM000714	FAM006964	FAM006744	FAM001702	FAM002006	FAM000342	FAM013266	FAM000230	FAM002645	FAM008664	FAM001014	FAM004024
rep787_seed2812	FAM000907	FAM007321	FAM004477	FAM003473	FAM003106	FAM008738	FAM014263	FAM000423	FAM004704	FAM012026	FAM000625	FAM003662	FAM002200	FAM008779	FAM000422	FAM014603	FAM010023	FAM000487
rep788_seed2813	FAM002062	FAM003001	FAM004411	FAM000808	FAM008257	FAM012464	FAM011428	FAM000384	FAM008852	FAM002845	FAM012200	FAM000107	FAM000480	FAM000524	FAM004220	FAM005287	FAM001400	FAM006411
rep789_seed2814	FAM008211	FAM003297	FAM000802	FAM002456	FAM006012	FAM005404	FAM010374	FAM003361	FAM003386	FAM000978	FAM007485	FAM011478	FAM010324	FAM002037	FAM004663	FAM005721	FAM001019	FAM002340
rep790_seed2815	FAM000329	FAM001337	FAM005360	FAM000432	FAM006434	FAM007552	FAM006643	FAM004543	FAM002190	FAM000646	FAM001292	FAM002014	FAM007663	FAM002142	FAM001298	FAM002678	FAM002651	FAM008316
rep791_seed2816	FAM002649	FAM007717	FAM009913	FAM000397	FAM012092	FAM011433	FAM001089	FAM005623	FAM000164	FAM007868	FAM000904	FAM012724	FAM012981	FAM010750	FAM003918	FAM007712	FAM002531	FAM012746
rep792_seed2817	FAM001798	FAM006119	FAM007668	FAM000893	FAM007381	FAM005367	FAM002679	FAM001515	FAM000296	FAM008409	FAM001807	FAM001063	FAM010880	FAM000469	FAM002168	FAM012134	FAM004307	FAM004842
rep793_seed2818	FAM003166	FAM004405	FAM000116	FAM012681	FAM005091	FAM003596	FAM001734	FAM000425	FAM003202	FAM001961	FAM014575	FAM002497	FAM003695	FAM006082	FAM007824	FAM007372	FAM005006	FAM000972
rep794_seed2819	FAM013564	FAM008971	FAM001083	FAM013530	FAM011680	FAM006127	FAM005733	FAM005097	FAM003558	FAM000644	FAM002436	FAM006804	FAM001094	FAM002912	FAM006615	FAM004990	FAM001835	FAM001423
rep795_seed2820	FAM000560	FAM008157	FAM002738	FAM004934	FAM001449	FAM009998	FAM003423	FAM005853	FAM001596	FAM005795	FAM002110	FAM000065	FAM010635	FAM002365	FAM002766	FAM002866	FAM001388	FAM003937
rep796_seed2821	FAM008232	FAM012149	FAM000701	FAM000748	FAM001675	FAM007716	FAM001126	FAM001117	FAM011608	FAM001753	FAM007440	FAM010883	FAM011641	FAM010472	FAM005280	FAM004149	FAM001286	FAM012162
rep797_seed2822	FAM002108	FAM001683	FAM002371	FAM002704	FAM002569	FAM000216	FAM003184	FAM002851	FAM000413	FAM006612	FAM003815	FAM005493	FAM004976	FAM007783	FAM000092	FAM000801	FAM002928	FAM000203
rep798_seed2823	FAM005449	FAM009615	FAM013480	FAM002665	FAM000075	FAM011710	FAM003387	FAM000255	FAM003087	FAM004797	FAM008316	FAM003039	FAM009233	FAM003896	FAM004278	FAM008901	FAM004057	FAM003090
rep799_seed2824	FAM001568	FAM002251	FAM010117	FAM005612	FAM001534	FAM013743	FAM002783	FAM002298	FAM004325	FAM004906	FAM006127	FAM008963	FAM004128	FAM010472	FAM002654	FAM010692	FAM013436	FAM009667
rep800_seed2825	FAM001178	FAM000607	FAM000362	FAM009085	FAM007974	FAM005349	FAM000357	FAM000162	FAM000257	FAM001123	FAM003647	FAM002007	FAM000508	FAM003011	FAM009459	FAM003326	FAM006817	FAM011398
rep801_seed2826	FAM010893	FAM012575	FAM005162	FAM006829	FAM009293	FAM001294	FAM006759	FAM000639	FAM006089	FAM004107	FAM002369	FAM010239	FAM006220	FAM013691	FAM004590	FAM000068	FAM010519	FAM007355
rep802_seed2827	FAM004299	FAM010077	FAM001765	FAM001161	FAM002020	FAM005228	FAM008986	FAM012158	FAM003310	FAM001165	FAM003119	FAM006742	FAM007857	FAM005130	FAM011715	FAM001940	FAM006071	FAM007868
rep803_seed2828	FAM002140	FAM010324	FAM001002	FAM009945	FAM007119	FAM002536	FAM008808	FAM008355	FAM000162	FAM000005	FAM000629	FAM010197	FAM001949	FAM004536	FAM005389	FAM000916	FAM006332	FAM009084
rep804_seed2829	FAM000341	FAM000154	FAM001224	FAM004449	FAM002598	FAM001874	FAM002913	FAM013645	FAM000616	FAM002800	FAM000445	FAM005421	FAM000855	FAM004099	FAM009684	FAM012472	FAM002965	FAM001049
rep805_seed2830	FAM010595	FAM000990	FAM008004	FAM004520	FAM000281	FAM005734	FAM006240	FAM004007	FAM008595	FAM001281	FAM002071	FAM001657	FAM004791	FAM001529	FAM001178	FAM003597	FAM006182	FAM002467
rep806_seed2831	FAM004516	FAM014263	FAM000678	FAM007669	FAM000768	FAM000699	FAM001506	FAM007928	FAM003115	FAM004330	FAM004777	FAM001262	FAM010207	FAM005890	FAM007392	FAM000440	FAM002293	FAM002679
rep807_seed2832	FAM003525	FAM004976	FAM001474	FAM005406	FAM005942	FAM004305	FAM005912	FAM009952	FAM010651	FAM000728	FAM001372	FAM000153	FAM010820	FAM004628	FAM012031	FAM000919	FAM000703	FAM012108
rep808_seed2833	FAM008186	FAM005573	FAM002749	FAM007714	FAM012298	FAM010457	FAM001022	FAM007546	FAM001822	FAM001280	FAM002223	FAM000915	FAM007605	FAM006240	FAM007517	FAM006488	FAM005817	FAM010860
rep809_seed2834	FAM003159	FAM001594	FAM013397	FAM006633	FAM000070	FAM012479	FAM008473	FAM012220	FAM011367	FAM010929	FAM000469	FAM010698	FAM005843	FAM002206	FAM001893	FAM005576	FAM004034	FAM000762
rep810_seed2835	FAM010257	FAM002771	FAM003056	FAM005309	FAM000094	FAM006677	FAM010875	FAM000236	FAM005564	FAM009670	FAM007135	FAM013052	FAM008461	FAM006534	FAM013444	FAM001092	FAM000082	FAM007437
rep811_seed2836	FAM012135	FAM001956	FAM007304	FAM014395	FAM000543	FAM007200	FAM008642	FAM002312	FAM000290	FAM000893	FAM003385	FAM002138	FAM001721	FAM009437	FAM004578	FAM000951	FAM001058	FAM004167
rep812_seed2837	FAM006549	FAM001437	FAM001068	FAM003200	FAM007629	FAM006013	FAM001562	FAM004561	FAM001235	FAM002805	FAM004325	FAM005598	FAM000112	FAM008094	FAM001440	FAM008657	FAM011092	FAM008705
rep813_seed2838	FAM002380	FAM010905	FAM002110	FAM002863	FAM005245	FAM010249	FAM003877	FAM002170	FAM002709	FAM004180	FAM002303	FAM000854	FAM002618	FAM004719	FAM001741	FAM002499	FAM013354	FAM000414
rep814_seed2839	FAM000438	FAM008291	FAM006950	FAM002392	FAM001884	FAM008135	FAM001450	FAM005846	FAM010488	FAM005307	FAM002277	FAM000457	FAM000467	FAM001670	FAM000795	FAM006902	FAM000025	FAM007581
rep815_seed2840	FAM004467	FAM000031	FAM001162	FAM007310	FAM000754	FAM001891	FAM006236	FAM003207	FAM012989	FAM002120	FAM003253	FAM012410	FAM009810	FAM005114	FAM001473	FAM000887	FAM008460	FAM012114
rep816_seed2841	FAM012823	FAM010778	FAM012630	FAM011978	FAM011840	FAM000349	FAM000167	FAM000359	FAM006526	FAM004221	FAM004546	FAM006309	FAM001022	FAM005250	FAM004115	FAM001658	FAM000803	FAM014364
rep817_seed2842	FAM001360	FAM014045	FAM008523	FAM001952	FAM011124	FAM003150	FAM004703	FAM002217	FAM001475	FAM014427	FAM002604	FAM010900	FAM004388	FAM004118	FAM001001	FAM005437	FAM004439	FAM005600
rep818_seed2843	FAM000226	FAM003215	FAM004038	FAM004660	FAM000080	FAM002201	FAM008872	FAM011672	FAM007544	FAM004283	FAM000517	FAM009017	FAM002620	FAM001814	FAM012459	FAM000439	FAM006270	FAM007657
rep819_seed2844	FAM003523	FAM001487	FAM000297	FAM008728	FAM005316	FAM003915	FAM002684	FAM012724	FAM002645	FAM000418	FAM006328	FAM011071	FAM012963	FAM003182	FAM002040	FAM001364	FAM000702	FAM005660
rep820_seed2845	FAM002141	FAM002364	FAM001400	FAM006918	FAM004026	FAM002542	FAM004016	FAM000126	FAM011715	FAM007840	FAM009455	FAM009376	FAM007134	FAM001847	FAM006512	FAM002682	FAM001219	FAM012513
rep821_seed2846	FAM011940	FAM002012	FAM001021	FAM002931	FAM001001	FAM009654	FAM001173	FAM001961	FAM013083	FAM000944	FAM002031	FAM005245	FAM002056	FAM003712	FAM003759	FAM000914	FAM007712	FAM001078
rep822_seed2847	FAM001347	FAM004143	FAM004649	FAM001623	FAM000831	FAM008916	FAM005484	FAM001612	FAM005876	FAM006097	FAM007151	FAM004013	FAM003847	FAM005210	FAM003097	FAM001866	FAM006715	FAM014427
rep823_seed2848	FAM003752	FAM002867	FAM011076	FAM001012	FAM001663	FAM003529	FAM004705	FAM005475	FAM004524	FAM009400	FAM003815	FAM000378	FAM002127	FAM010961	FAM002788	FAM004931	FAM008160	FAM003821
rep824_seed2849	FAM008033	FAM013649	FAM003617	FAM006672	FAM000320	FAM004181	FAM006494	FAM011076	FAM005130	FAM004221	FAM004326	FAM008196	FAM001806	FAM008135	FAM001237	FAM003306	FAM004783	FAM004060
rep825_seed2850	FAM000219	FAM008933	FAM012164	FAM013787	FAM013403	FAM009888	FAM010356	FAM009760	FAM013458	FAM005280	FAM006319	FAM003752	FAM008892	FAM001711	FAM004523	FAM002128	FAM011867	FAM004449
rep826_seed2851	FAM000862	FAM001117	FAM005883	FAM003506	FAM001224	FAM000130	FAM010939	FAM000803	FAM012540	FAM000301	FAM012200	FAM011544	FAM001477	FAM003618	FAM001806	FAM003311	FAM002070	FAM002204
rep827_seed2852	FAM002211	FAM001270	FAM001211	FAM002455	FAM009166	FAM007673	FAM000172	FAM007654	FAM013354	FAM000375	FAM012305	FAM007228	FAM003336	FAM000522	FAM010291	FAM007958	FAM002317	FAM004345
rep828_seed2853	FAM009872	FAM001631	FAM005437	FAM002287	FAM001995	FAM008689	FAM012760	FAM000617	FAM010967	FAM001368	FAM004688	FAM013216	FAM002554	FAM002930	FAM000951	FAM007545	FAM010897	FAM000226
rep829_seed2854	FAM001468	FAM003258	FAM006867	FAM003643	FAM003300	FAM007043	FAM001440	FAM006747	FAM010362	FAM004947	FAM003120	FAM001846	FAM006770	FAM000826	FAM005913	FAM009440	FAM008506	FAM009632
rep830_seed2855	FAM000087	FAM013032	FAM001157	FAM010524	FAM008916	FAM007091	FAM003250	FAM002973	FAM009335	FAM005070	FAM008466	FAM002287	FAM005406	FAM000486	FAM013903	FAM005915	FAM007308	FAM010836
rep831_seed2856	FAM000627	FAM000877	FAM011940	FAM009309	FAM002777	FAM001950	FAM011635	FAM010467	FAM005104	FAM000065	FAM000260	FAM010347	FAM001570	FAM002962	FAM004239	FAM000742	FAM010062	FAM006412
rep832_seed2857	FAM013724	FAM006428	FAM004596	FAM002562	FAM000480	FAM001025	FAM000855	FAM005157	FAM001706	FAM008183	FAM003742	FAM012062	FAM002962	FAM013799	FAM009742	FAM000526	FAM008373	FAM003249
rep833_seed2858	FAM000849	FAM008039	FAM014337	FAM000646	FAM003558	FAM006199	FAM002182	FAM007446	FAM000278	FAM014074	FAM002200	FAM007127	FAM002592	FAM003860	FAM004011	FAM008379	FAM003715	FAM009666
rep834_seed2859	FAM004367	FAM007244	FAM004509	FAM009439	FAM000109	FAM000536	FAM002597	FAM012778	FAM000349	FAM005198	FAM005888	FAM003274	FAM007536	FAM006592	FAM005573	FAM002732	FAM003792	FAM011790
rep835_seed2860	FAM007721	FAM000569	FAM007597	FAM005724	FAM005501	FAM004046	FAM000052	FAM004717	FAM001945	FAM001925	FAM005605	FAM003175	FAM010778	FAM003050	FAM012326	FAM001289	FAM003671	FAM009461
rep836_seed2861	FAM003721	FAM000469	FAM006817	FAM005018	FAM009439	FAM007144	FAM010279	FAM000955	FAM008266	FAM000188	FAM003184	FAM005759	FAM004456	FAM001084	FAM002229	FAM009249	FAM000158	FAM007593
rep837_seed2862	FAM000366	FAM010417	FAM000576	FAM009637	FAM001245	FAM011226	FAM006657	FAM005091	FAM001203	FAM001482	FAM000230	FAM004937	FAM006495	FAM001726	FAM005433	FAM003641	FAM006111	FAM011133
rep838_seed2863	FAM011832	FAM001225	FAM002189	FAM009921	FAM007133	FAM005747	FAM004057	FAM011578	FAM001780	FAM008326	FAM007611	FAM005731	FAM003258	FAM000080	FAM003073	FAM004636	FAM002419	FAM003195
rep839_seed2864	FAM006425	FAM003045	FAM002037	FAM005466	FAM000924	FAM006335	FAM003317	FAM013192	FAM009404	FAM005526	FAM002674	FAM013921	FAM007301	FAM007372	FAM004559	FAM000400	FAM002807	FAM006852
rep840_seed2865	FAM012772	FAM000640	FAM010571	FAM002783	FAM008434	FAM004603	FAM003511	FAM007759	FAM013481	FAM000528	FAM003807	FAM003870	FAM011053	FAM000214	FAM004198	FAM012826	FAM000118	FAM005484
rep841_seed2866	FAM003071	FAM000190	FAM001133	FAM003249	FAM009516	FAM001389	FAM002801	FAM000978	FAM003480	FAM002008	FAM014421	FAM002175	FAM000478	FAM001442	FAM003035	FAM004118	FAM004646	FAM008113
rep842_seed2867	FAM000471	FAM006498	FAM002714	FAM005549	FAM005409	FAM004511	FAM003682	FAM003323	FAM000835	FAM002330	FAM009315	FAM004795	FAM005811	FAM000124	FAM003998	FAM006943	FAM000455	FAM003641
rep843_seed2868	FAM006005	FAM004929	FAM010478	FAM011038	FAM002067	FAM005512	FAM007969	FAM007935	FAM010297	FAM005367	FAM000222	FAM007562	FAM007637	FAM009286	FAM013864	FAM005401	FAM000546	FAM003845
rep844_seed2869	FAM004831	FAM010251	FAM012040	FAM001693	FAM006660	FAM004338	FAM001480	FAM004359	FAM000617	FAM007218	FAM011544	FAM007122	FAM006945	FAM000878	FAM003100	FAM001500	FAM003491	FAM002901
rep845_seed2870	FAM013242	FAM001937	FAM002189	FAM001298	FAM013921	FAM001778	FAM001918	FAM000329	FAM001816	FAM000320	FAM002392	FAM014568	FAM004223	FAM006520	FAM000994	FAM002280	FAM003543	FAM003650
rep846_seed2871	FAM008892	FAM012491	FAM003791	FAM004379	FAM009189	FAM002744	FAM007308	FAM011861	FAM006757	FAM006005	FAM006012	FAM009716	FAM005822	FAM012789	FAM003404	FAM000141	FAM009969	FAM005379
rep847_seed2872	FAM001521	FAM000310	FAM004881	FAM004426	FAM003815	FAM003652	FAM010734	FAM003322	FAM003947	FAM014019	FAM013890	FAM000507	FAM007992	FAM000195	FAM003517	FAM008645	FAM000824	FAM005726
rep848_seed2873	FAM012544	FAM003440	FAM009846	FAM011089	FAM006024	FAM001179	FAM004853	FAM000484	FAM003502	FAM007820	FAM000498	FAM000019	FAM003911	FAM013330	FAM007535	FAM003304	FAM002659	FAM001020
rep849_seed2874	FAM000885	FAM002088	FAM000429	FAM001206	FAM001575	FAM005890	FAM003300	FAM004454	FAM004379	FAM005907	FAM001711	FAM001191	FAM002162	FAM008681	FAM002698	FAM001154	FAM004212	FAM005924
rep850_seed2875	FAM002723	FAM003610	FAM001066	FAM001034	FAM007312	FAM000645	FAM007558	FAM010650	FAM002483	FAM007359	FAM004399	FAM002052	FAM004636	FAM002532	FAM003682	FAM009916	FAM006101	FAM000842
rep851_seed2876	FAM009085	FAM008377	FAM004521	FAM000945	FAM007753	FAM007259	FAM005080	FAM002830	FAM003700	FAM003703	FAM001752	FAM009023	FAM010219	FAM000476	FAM001594	FAM011344	FAM001501	FAM002298
rep852_seed2877	FAM001060	FAM001588	FAM012146	FAM002738	FAM001073	FAM011608	FAM008702	FAM003601	FAM000821	FAM004342	FAM000497	FAM013751	FAM006602	FAM002854	FAM010327	FAM012255	FAM012261	FAM003652
rep853_seed2878	FAM003432	FAM003959	FAM000742	FAM004791	FAM001051	FAM012489	FAM007143	FAM001735	FAM004526	FAM009935	FAM004179	FAM003606	FAM006370	FAM006440	FAM004133	FAM007090	FAM000828	FAM012375
rep854_seed2879	FAM004402	FAM003359	FAM004985	FAM012588	FAM009442	FAM005245	FAM002839	FAM011425	FAM005966	FAM006967	FAM006364	FAM007715	FAM002033	FAM003411	FAM002922	FAM000135	FAM011438	FAM003198
rep855_seed2880	FAM001875	FAM010820	FAM000804	FAM002347	FAM012108	FAM009049	FAM006613	FAM000172	FAM009344	FAM004967	FAM002763	FAM000748	FAM002525	FAM000074	FAM005582	FAM003611	FAM011245	FAM011316
rep856_seed2881	FAM000248	FAM007541	FAM005401	FAM002277	FAM012026	FAM004980	FAM002136	FAM004302	FAM000759	FAM000324	FAM005890	FAM012531	FAM000448	FAM007037	FAM001667	FAM003237	FAM000840	FAM002265
rep857_seed2882	FAM009952	FAM003559	FAM009684	FAM004670	FAM003606	FAM000115	FAM003105	FAM001517	FAM007316	FAM008957	FAM003200	FAM004848	FAM004674	FAM000184	FAM001053	FAM001550	FAM000290	FAM000354
rep858_seed2883	FAM006472	FAM007518	FAM011787	FAM002833	FAM000490	FAM007351	FAM009059	FAM003185	FAM001043	FAM012984	FAM010698	FAM004675	FAM007183	FAM001937	FAM006567	FAM004268	FAM005248	FAM002171
rep859_seed2884	FAM008034	FAM009253	FAM010160	FAM007135	FAM000229	FAM001872	FAM000625	FAM001428	FAM002903	FAM005700	FAM001105	FAM001301	FAM012594	FAM001530	FAM003771	FAM006587	FAM001831	FAM002925
rep860_seed2885	FAM005625	FAM001172	FAM001589	FAM001327	FAM005674	FAM001616	FAM001845	FAM009386	FAM007518	FAM013837	FAM001951	FAM003341	FAM005848	FAM003918	FAM005153	FAM003207	FAM002057	FAM001831
rep861_seed2886	FAM012961	FAM007733	FAM002422	FAM000979	FAM009203	FAM007753	FAM007108	FAM012110	FAM002522	FAM010904	FAM005823	FAM000617	FAM005882	FAM014427	FAM001109	FAM003285	FAM003339	FAM000820
rep862_seed2887	FAM008165	FAM009908	FAM001965	FAM003947	FAM011748	FAM007581	FAM004859	FAM008417	FAM013103	FAM003385	FAM002833	FAM005232	FAM001702	FAM011953	FAM001333	FAM001666	FAM013538	FAM000280
rep863_seed2888	FAM002280	FAM004434	FAM001982	FAM006897	FAM003794	FAM001568	FAM007394	FAM006291	FAM007276	FAM001827	FAM004328	FAM000528	FAM010751	FAM001585	FAM005298	FAM009831	FAM009962	FAM005343
