rep000_seed0000	CFF000437	CFF000083	CFF000899	CFF000672	CFF000209	CFF001554	CFF000558	CFF000013	CFF000810	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF000331
rep420_seed2445	FAM005481	FAM003808	FAM007164	FAM004768	FAM007134	FAM009936	FAM003542	FAM007733	FAM007587	FAM008740	FAM014120	FAM000285	FAM010387	FAM006637	FAM021539
rep421_seed2446	FAM009330	FAM003337	FAM002656	FAM005048	FAM007517	FAM003505	FAM005817	FAM005594	FAM005909	FAM005878	FAM007059	FAM003392	FAM002203	FAM010251	FAM022719
rep422_seed2447	FAM009932	FAM006522	FAM001391	FAM001125	FAM008934	FAM001833	FAM001686	FAM001250	FAM000515	FAM011329	FAM013279	FAM002642	FAM005841	FAM009457	FAM021946
rep423_seed2448	FAM004230	FAM001957	FAM007375	FAM010957	FAM000141	FAM009500	FAM004882	FAM006776	FAM006682	FAM006294	FAM005603	FAM005197	FAM011147	FAM003767	FAM022000
rep424_seed2449	FAM004353	FAM008122	FAM001632	FAM014675	FAM003471	FAM007642	FAM007522	FAM008437	FAM007627	FAM002892	FAM009817	FAM001731	FAM002334	FAM003925	FAM024099
rep425_seed2450	FAM002519	FAM000259	FAM006405	FAM003813	FAM004180	FAM001341	FAM002515	FAM013312	FAM007236	FAM001112	FAM009009	FAM013122	FAM005486	FAM000020	FAM015792
rep426_seed2451	FAM000783	FAM007724	FAM001863	FAM002688	FAM001698	FAM001694	FAM009157	FAM000967	FAM001009	FAM004608	FAM011689	FAM005267	FAM002711	FAM010560	FAM016489
rep427_seed2452	FAM006617	FAM001825	FAM004832	FAM012225	FAM015080	FAM001339	FAM002543	FAM005288	FAM003333	FAM000754	FAM007247	FAM006862	FAM002548	FAM005240	FAM019765
rep428_seed2453	FAM005451	FAM009179	FAM003446	FAM009010	FAM008986	FAM001216	FAM006133	FAM002829	FAM010371	FAM003068	FAM005992	FAM004992	FAM004795	FAM007072	FAM022872
rep429_seed2454	FAM006457	FAM001142	FAM003110	FAM008291	FAM003971	FAM009276	FAM000306	FAM009568	FAM008108	FAM001610	FAM008251	FAM008457	FAM005120	FAM001642	FAM016767
rep430_seed2455	FAM002197	FAM001906	FAM002568	FAM010474	FAM005820	FAM000180	FAM004189	FAM006208	FAM010897	FAM003147	FAM000923	FAM001795	FAM002987	FAM003335	FAM026404
rep431_seed2456	FAM001977	FAM002864	FAM013550	FAM000854	FAM005272	FAM004491	FAM000197	FAM002883	FAM004459	FAM001175	FAM005479	FAM002023	FAM004834	FAM000239	FAM020108
rep432_seed2457	FAM007638	FAM004570	FAM005042	FAM004790	FAM002705	FAM010918	FAM001506	FAM003788	FAM007753	FAM010617	FAM003349	FAM000862	FAM008931	FAM001136	FAM025424
rep433_seed2458	FAM007347	FAM006712	FAM012271	FAM004997	FAM012461	FAM004502	FAM007742	FAM004691	FAM000597	FAM014342	FAM014355	FAM001540	FAM002438	FAM004423	FAM028383
rep434_seed2459	FAM010693	FAM005667	FAM002057	FAM007419	FAM008638	FAM003618	FAM000233	FAM009809	FAM003329	FAM000597	FAM007206	FAM003363	FAM009192	FAM007553	FAM022438
rep435_seed2460	FAM000927	FAM004693	FAM009167	FAM002506	FAM012398	FAM006197	FAM001265	FAM005334	FAM000542	FAM000791	FAM001380	FAM006090	FAM003644	FAM002301	FAM026341
rep436_seed2461	FAM001472	FAM006596	FAM011569	FAM003615	FAM000018	FAM008270	FAM002126	FAM002314	FAM006882	FAM003428	FAM013844	FAM004017	FAM000628	FAM004738	FAM017978
rep437_seed2462	FAM004018	FAM007871	FAM003425	FAM004704	FAM011390	FAM002166	FAM007700	FAM007618	FAM000671	FAM001454	FAM004969	FAM002576	FAM012472	FAM001357	FAM023156
rep438_seed2463	FAM000491	FAM007953	FAM002038	FAM012992	FAM000968	FAM000795	FAM006116	FAM010415	FAM001370	FAM002665	FAM002874	FAM009942	FAM010477	FAM001533	FAM016171
rep439_seed2464	FAM000021	FAM005812	FAM005114	FAM007267	FAM007520	FAM012527	FAM001310	FAM002794	FAM003006	FAM009580	FAM007369	FAM006651	FAM003293	FAM000551	FAM026995
rep440_seed2465	FAM013366	FAM011242	FAM013637	FAM010764	FAM003906	FAM011341	FAM003676	FAM007917	FAM001932	FAM001999	FAM013146	FAM012678	FAM006322	FAM003196	FAM025284
rep441_seed2466	FAM000115	FAM000261	FAM008022	FAM009084	FAM012809	FAM002235	FAM001374	FAM005120	FAM002205	FAM010157	FAM003946	FAM006182	FAM000729	FAM012637	FAM018476
rep442_seed2467	FAM013663	FAM006771	FAM001841	FAM004791	FAM012588	FAM007435	FAM000989	FAM005276	FAM001831	FAM002251	FAM007218	FAM001467	FAM012307	FAM004476	FAM021497
rep443_seed2468	FAM004399	FAM009197	FAM006280	FAM004629	FAM003643	FAM005572	FAM005959	FAM002858	FAM008501	FAM004522	FAM008712	FAM003326	FAM011924	FAM000030	FAM015138
rep444_seed2469	FAM000177	FAM000282	FAM012028	FAM005854	FAM001266	FAM004733	FAM002233	FAM002514	FAM001218	FAM003977	FAM003834	FAM005469	FAM001064	FAM003472	FAM015265
rep445_seed2470	FAM009021	FAM000316	FAM000532	FAM008149	FAM004282	FAM005283	FAM007336	FAM001497	FAM003634	FAM001638	FAM008296	FAM002231	FAM001667	FAM011906	FAM018589
rep446_seed2471	FAM014364	FAM001694	FAM006142	FAM007863	FAM012902	FAM004933	FAM005959	FAM011498	FAM004765	FAM004660	FAM005408	FAM008268	FAM001962	FAM001145	FAM021882
rep447_seed2472	FAM001574	FAM002546	FAM005907	FAM004301	FAM010111	FAM005150	FAM002938	FAM010611	FAM007566	FAM001247	FAM003893	FAM008096	FAM003710	FAM002697	FAM028922
rep448_seed2473	FAM005606	FAM004510	FAM007824	FAM006384	FAM013118	FAM011425	FAM007867	FAM002580	FAM002064	FAM005964	FAM008827	FAM005150	FAM002674	FAM015107	FAM029080
rep449_seed2474	FAM001023	FAM012489	FAM004564	FAM010079	FAM003889	FAM000388	FAM008271	FAM007613	FAM000438	FAM001241	FAM008305	FAM002419	FAM009217	FAM004520	FAM018729
rep450_seed2475	FAM002166	FAM002521	FAM003296	FAM005232	FAM006693	FAM001474	FAM000990	FAM001508	FAM000478	FAM008489	FAM000884	FAM002238	FAM007752	FAM000909	FAM023358
rep451_seed2476	FAM005957	FAM011551	FAM009986	FAM009001	FAM000560	FAM009073	FAM007720	FAM000219	FAM003737	FAM000657	FAM005971	FAM011042	FAM003592	FAM007988	FAM018454
rep452_seed2477	FAM010655	FAM002427	FAM007054	FAM011377	FAM001806	FAM001709	FAM003137	FAM005195	FAM005608	FAM004147	FAM010339	FAM012794	FAM004154	FAM003505	FAM020108
rep453_seed2478	FAM008420	FAM004745	FAM002228	FAM002079	FAM007150	FAM010492	FAM000337	FAM002894	FAM001895	FAM006686	FAM000130	FAM001413	FAM007924	FAM007109	FAM014917
rep454_seed2479	FAM009565	FAM002134	FAM006372	FAM004875	FAM008132	FAM006543	FAM004981	FAM003742	FAM012343	FAM011196	FAM002686	FAM005275	FAM004056	FAM009941	FAM026210
rep455_seed2480	FAM000433	FAM006479	FAM004640	FAM003557	FAM002752	FAM003060	FAM001016	FAM009968	FAM003026	FAM006059	FAM000014	FAM002397	FAM001709	FAM002578	FAM020539
rep456_seed2481	FAM011435	FAM004098	FAM002524	FAM001984	FAM001979	FAM005826	FAM010334	FAM004093	FAM004369	FAM011396	FAM000431	FAM007283	FAM002710	FAM004628	FAM020750
rep457_seed2482	FAM001971	FAM007344	FAM000369	FAM002147	FAM003846	FAM002391	FAM013526	FAM000135	FAM007213	FAM003245	FAM009584	FAM004986	FAM007240	FAM005829	FAM019189
rep458_seed2483	FAM010283	FAM005508	FAM001782	FAM006916	FAM009578	FAM001010	FAM002131	FAM001474	FAM004096	FAM000953	FAM003746	FAM004600	FAM000750	FAM001484	FAM018476
rep459_seed2484	FAM009746	FAM000902	FAM000791	FAM009027	FAM001267	FAM010502	FAM006514	FAM011280	FAM003177	FAM007896	FAM002494	FAM006888	FAM000409	FAM003793	FAM024290
rep460_seed2485	FAM000874	FAM004273	FAM010101	FAM004075	FAM004728	FAM002271	FAM004073	FAM010590	FAM002895	FAM008363	FAM009814	FAM011598	FAM001824	FAM008562	FAM018933
rep461_seed2486	FAM000064	FAM003365	FAM010246	FAM014658	FAM004164	FAM007435	FAM011495	FAM007910	FAM007593	FAM003434	FAM001220	FAM006849	FAM004381	FAM001360	FAM015421
rep462_seed2487	FAM012852	FAM007700	FAM008170	FAM012522	FAM001614	FAM009197	FAM009600	FAM004203	FAM002906	FAM007399	FAM003104	FAM004729	FAM013911	FAM006375	FAM018451
rep463_seed2488	FAM009356	FAM012686	FAM002496	FAM002451	FAM004170	FAM005897	FAM007766	FAM001536	FAM005144	FAM007965	FAM003028	FAM003205	FAM002138	FAM009980	FAM020473
rep464_seed2489	FAM007533	FAM001674	FAM004999	FAM013850	FAM003301	FAM002943	FAM000837	FAM001006	FAM011615	FAM002727	FAM004649	FAM006103	FAM012225	FAM004552	FAM028865
rep465_seed2490	FAM003873	FAM002981	FAM002829	FAM005399	FAM001445	FAM007088	FAM002842	FAM014120	FAM011217	FAM014264	FAM007223	FAM011790	FAM000311	FAM006428	FAM021844
rep466_seed2491	FAM001934	FAM010510	FAM004979	FAM000491	FAM005748	FAM007294	FAM003591	FAM008934	FAM001157	FAM013534	FAM001809	FAM005498	FAM006587	FAM002270	FAM016729
rep467_seed2492	FAM000866	FAM004655	FAM000647	FAM002861	FAM013648	FAM009405	FAM007951	FAM005130	FAM001202	FAM003023	FAM003529	FAM008829	FAM002874	FAM013621	FAM026677
rep468_seed2493	FAM002157	FAM005073	FAM009562	FAM004166	FAM007212	FAM005562	FAM011827	FAM001692	FAM003442	FAM004212	FAM001035	FAM004054	FAM014479	FAM000567	FAM017381
rep469_seed2494	FAM001816	FAM005655	FAM003469	FAM004494	FAM008142	FAM006641	FAM001930	FAM004997	FAM000431	FAM006792	FAM006204	FAM001569	FAM002434	FAM011372	FAM028946
rep470_seed2495	FAM008747	FAM013808	FAM007896	FAM002302	FAM004484	FAM000456	FAM012508	FAM006862	FAM007397	FAM010238	FAM001852	FAM001411	FAM004971	FAM009308	FAM015720
rep471_seed2496	FAM001100	FAM007234	FAM003809	FAM000812	FAM011866	FAM004426	FAM005041	FAM014165	FAM000496	FAM008635	FAM012603	FAM007161	FAM004306	FAM000328	FAM015849
rep472_seed2497	FAM007780	FAM000724	FAM004656	FAM006096	FAM004531	FAM010399	FAM006019	FAM002663	FAM007012	FAM012102	FAM000543	FAM006664	FAM003480	FAM003300	FAM020965
rep473_seed2498	FAM005224	FAM000541	FAM008931	FAM007072	FAM002229	FAM005911	FAM013417	FAM002153	FAM001765	FAM004998	FAM000350	FAM003075	FAM006428	FAM006636	FAM028478
rep474_seed2499	FAM000099	FAM011012	FAM005271	FAM002576	FAM007340	FAM008690	FAM005506	FAM001099	FAM005523	FAM012962	FAM003683	FAM002070	FAM008401	FAM000917	FAM029011
rep475_seed2500	FAM004382	FAM004810	FAM003771	FAM002347	FAM015186	FAM010288	FAM010246	FAM013621	FAM005270	FAM004984	FAM001807	FAM007255	FAM004960	FAM000661	FAM026078
rep476_seed2501	FAM007234	FAM001948	FAM004543	FAM002125	FAM013691	FAM001306	FAM005887	FAM003290	FAM004018	FAM006346	FAM003858	FAM002192	FAM004961	FAM002033	FAM017783
rep477_seed2502	FAM000866	FAM000957	FAM006048	FAM011705	FAM001649	FAM009433	FAM000337	FAM000447	FAM003601	FAM004915	FAM009703	FAM004657	FAM002663	FAM011636	FAM023368
rep478_seed2503	FAM005474	FAM000102	FAM006729	FAM008605	FAM001518	FAM007843	FAM011454	FAM011576	FAM006246	FAM004263	FAM001456	FAM010332	FAM003232	FAM001980	FAM024099
rep479_seed2504	FAM010802	FAM000204	FAM008083	FAM011236	FAM004093	FAM001126	FAM004152	FAM004932	FAM004824	FAM006067	FAM000882	FAM010335	FAM008953	FAM004832	FAM019547
rep480_seed2505	FAM006476	FAM005186	FAM009493	FAM011031	FAM006861	FAM004607	FAM008421	FAM005635	FAM002851	FAM007897	FAM001904	FAM005706	FAM006766	FAM003492	FAM017160
rep481_seed2506	FAM004539	FAM000526	FAM000974	FAM004741	FAM003941	FAM002163	FAM000791	FAM000653	FAM004634	FAM007173	FAM003082	FAM005183	FAM009087	FAM003601	FAM018112
rep482_seed2507	FAM010840	FAM000312	FAM002430	FAM006093	FAM000794	FAM000631	FAM001157	FAM009239	FAM014408	FAM002413	FAM010363	FAM011377	FAM014520	FAM002940	FAM021056
rep483_seed2508	FAM001200	FAM006032	FAM000291	FAM003279	FAM008740	FAM000692	FAM007071	FAM000394	FAM012565	FAM004881	FAM013937	FAM004006	FAM003509	FAM007681	FAM025969
rep484_seed2509	FAM003256	FAM001025	FAM000471	FAM010348	FAM014141	FAM000014	FAM001261	FAM001662	FAM013420	FAM011592	FAM005740	FAM006304	FAM000866	FAM002842	FAM023128
rep485_seed2510	FAM005112	FAM009471	FAM009205	FAM010207	FAM006136	FAM002674	FAM002341	FAM013194	FAM002192	FAM007654	FAM008191	FAM012077	FAM007948	FAM001253	FAM015183
rep486_seed2511	FAM005304	FAM001434	FAM007709	FAM000663	FAM005504	FAM008466	FAM007911	FAM002837	FAM005527	FAM004298	FAM004525	FAM007382	FAM009859	FAM006125	FAM028298
rep487_seed2512	FAM004507	FAM005837	FAM003599	FAM007007	FAM006626	FAM007727	FAM009378	FAM013415	FAM009737	FAM005113	FAM003123	FAM004290	FAM003136	FAM014382	FAM027293
rep488_seed2513	FAM012946	FAM009905	FAM006790	FAM003205	FAM003443	FAM002582	FAM002247	FAM003315	FAM006844	FAM006861	FAM013616	FAM009063	FAM004363	FAM005581	FAM017259
rep489_seed2514	FAM001307	FAM010089	FAM003183	FAM000885	FAM008792	FAM001733	FAM000857	FAM006429	FAM000957	FAM007985	FAM000984	FAM006930	FAM002230	FAM006399	FAM022720
rep490_seed2515	FAM000293	FAM006873	FAM005454	FAM007158	FAM002023	FAM008971	FAM002812	FAM003516	FAM001742	FAM000740	FAM014121	FAM005570	FAM006706	FAM003559	FAM028166
rep491_seed2516	FAM010362	FAM005542	FAM001355	FAM000071	FAM006694	FAM005738	FAM000989	FAM003343	FAM000954	FAM005818	FAM009074	FAM004558	FAM001190	FAM002917	FAM023059
rep492_seed2517	FAM012723	FAM006330	FAM006178	FAM007474	FAM000767	FAM005315	FAM011514	FAM010164	FAM009883	FAM002212	FAM009051	FAM012092	FAM004407	FAM001449	FAM026341
rep493_seed2518	FAM002782	FAM009176	FAM009998	FAM002150	FAM006642	FAM000999	FAM001494	FAM000339	FAM000280	FAM010990	FAM004932	FAM006954	FAM003734	FAM003118	FAM028865
rep494_seed2519	FAM006300	FAM004880	FAM005691	FAM001438	FAM004637	FAM007348	FAM002391	FAM008092	FAM006694	FAM003331	FAM011106	FAM004844	FAM012946	FAM000511	FAM029000
rep495_seed2520	FAM002121	FAM005862	FAM005154	FAM004546	FAM003081	FAM007733	FAM000940	FAM004335	FAM002162	FAM000848	FAM005656	FAM001903	FAM004559	FAM001273	FAM019978
rep496_seed2521	FAM000910	FAM005286	FAM007428	FAM000872	FAM004681	FAM008326	FAM001995	FAM007974	FAM000632	FAM000067	FAM007854	FAM010182	FAM002728	FAM011779	FAM023916
rep497_seed2522	FAM004352	FAM005898	FAM013069	FAM007118	FAM006173	FAM007871	FAM010678	FAM001445	FAM005415	FAM004057	FAM009274	FAM009744	FAM012600	FAM000563	FAM021610
rep498_seed2523	FAM003056	FAM000449	FAM009799	FAM000800	FAM010579	FAM004623	FAM000930	FAM006868	FAM014959	FAM003265	FAM001567	FAM007556	FAM013013	FAM002339	FAM022137
rep499_seed2524	FAM001019	FAM004804	FAM001295	FAM006758	FAM004935	FAM010220	FAM006824	FAM011140	FAM001159	FAM003290	FAM007616	FAM012162	FAM002172	FAM006807	FAM015237
rep500_seed2525	FAM014573	FAM010123	FAM006683	FAM007965	FAM001726	FAM010443	FAM014471	FAM014317	FAM001282	FAM003602	FAM008187	FAM006201	FAM013628	FAM011106	FAM020375
rep501_seed2526	FAM000738	FAM009517	FAM003196	FAM008687	FAM007077	FAM000350	FAM003430	FAM012373	FAM002121	FAM011433	FAM002926	FAM002900	FAM009119	FAM001781	FAM017978
rep502_seed2527	FAM009042	FAM000271	FAM002900	FAM008168	FAM005764	FAM007093	FAM007063	FAM009119	FAM011861	FAM001004	FAM011818	FAM003981	FAM003217	FAM010472	FAM026177
rep503_seed2528	FAM001413	FAM006682	FAM010399	FAM000780	FAM006795	FAM002114	FAM004064	FAM006032	FAM000267	FAM007032	FAM002702	FAM001789	FAM001905	FAM009701	FAM024902
rep504_seed2529	FAM005984	FAM000220	FAM007120	FAM002556	FAM003195	FAM000200	FAM000243	FAM003164	FAM005414	FAM012133	FAM012975	FAM008068	FAM009710	FAM000928	FAM015816
rep505_seed2530	FAM006502	FAM003516	FAM006049	FAM002277	FAM000797	FAM006436	FAM007618	FAM006501	FAM011151	FAM000960	FAM005740	FAM001579	FAM013722	FAM001993	FAM016799
rep506_seed2531	FAM003346	FAM011779	FAM007049	FAM003527	FAM002091	FAM007120	FAM004341	FAM002952	FAM003181	FAM010958	FAM002019	FAM002258	FAM011514	FAM004117	FAM024689
rep507_seed2532	FAM004242	FAM004855	FAM005380	FAM007335	FAM006757	FAM011515	FAM003605	FAM001877	FAM007945	FAM005923	FAM006055	FAM000394	FAM003490	FAM010387	FAM030974
rep508_seed2533	FAM004655	FAM006381	FAM002031	FAM000082	FAM008351	FAM005527	FAM008226	FAM002796	FAM008928	FAM000464	FAM007709	FAM010199	FAM004525	FAM000929	FAM023643
rep509_seed2534	FAM004901	FAM002628	FAM006893	FAM000600	FAM012607	FAM007302	FAM002351	FAM004257	FAM007024	FAM000003	FAM000918	FAM011306	FAM005740	FAM003577	FAM025873
rep510_seed2535	FAM008040	FAM011738	FAM005067	FAM009059	FAM011973	FAM006378	FAM009185	FAM001623	FAM004158	FAM000846	FAM002507	FAM003867	FAM015286	FAM002451	FAM019917
rep511_seed2536	FAM001472	FAM002493	FAM000746	FAM008623	FAM010427	FAM007671	FAM005863	FAM007781	FAM006277	FAM004579	FAM008977	FAM002334	FAM000348	FAM007528	FAM021381
rep512_seed2537	FAM012173	FAM011292	FAM000344	FAM002471	FAM004215	FAM003488	FAM012367	FAM005367	FAM006840	FAM005170	FAM004571	FAM003545	FAM003323	FAM000120	FAM016319
rep513_seed2538	FAM005283	FAM003919	FAM007609	FAM011294	FAM003862	FAM005737	FAM004443	FAM000314	FAM003715	FAM012738	FAM004378	FAM004881	FAM000124	FAM004671	FAM015808
rep514_seed2539	FAM001134	FAM008027	FAM010527	FAM004068	FAM004228	FAM013470	FAM003539	FAM002463	FAM007857	FAM003193	FAM011861	FAM000724	FAM004198	FAM003496	FAM019328
rep515_seed2540	FAM000315	FAM009159	FAM000253	FAM010027	FAM000393	FAM006101	FAM006123	FAM003062	FAM005354	FAM001932	FAM003077	FAM002738	FAM003850	FAM009986	FAM017373
rep516_seed2541	FAM002767	FAM007162	FAM002238	FAM006821	FAM001710	FAM007488	FAM009196	FAM004351	FAM009187	FAM012687	FAM001123	FAM001893	FAM005649	FAM000217	FAM023156
rep517_seed2542	FAM010750	FAM008051	FAM004230	FAM000806	FAM005245	FAM003282	FAM005473	FAM001946	FAM001431	FAM001218	FAM006268	FAM001652	FAM007313	FAM000305	FAM015464
rep518_seed2543	FAM004105	FAM001391	FAM002169	FAM007218	FAM001916	FAM004513	FAM001760	FAM011130	FAM005204	FAM009316	FAM010455	FAM012726	FAM010514	FAM004389	FAM020092
rep519_seed2544	FAM006611	FAM000718	FAM002436	FAM000293	FAM010720	FAM000530	FAM003371	FAM000219	FAM010122	FAM002758	FAM007392	FAM009433	FAM004908	FAM001885	FAM022969
rep520_seed2545	FAM005811	FAM008072	FAM005915	FAM005846	FAM005869	FAM000399	FAM003702	FAM001061	FAM011963	FAM007294	FAM000004	FAM007754	FAM003554	FAM001693	FAM018107
rep521_seed2546	FAM008165	FAM008701	FAM014273	FAM004769	FAM006062	FAM012753	FAM001242	FAM002010	FAM000559	FAM006314	FAM009343	FAM002545	FAM000266	FAM002728	FAM029097
rep522_seed2547	FAM013021	FAM005156	FAM000278	FAM000843	FAM000091	FAM004161	FAM008406	FAM004167	FAM001242	FAM000758	FAM003060	FAM002131	FAM006349	FAM010967	FAM016729
rep523_seed2548	FAM007504	FAM004043	FAM005461	FAM004998	FAM003170	FAM001213	FAM007811	FAM007442	FAM013353	FAM004577	FAM004961	FAM003883	FAM002641	FAM010571	FAM020792
rep524_seed2549	FAM000102	FAM005500	FAM004017	FAM008857	FAM004334	FAM005083	FAM013194	FAM000143	FAM003109	FAM005516	FAM004056	FAM002632	FAM004804	FAM001287	FAM015816
rep525_seed2550	FAM013807	FAM005971	FAM005587	FAM004898	FAM005959	FAM003388	FAM006043	FAM008080	FAM008489	FAM002574	FAM009572	FAM001562	FAM009205	FAM001952	FAM026235
rep526_seed2551	FAM000953	FAM004477	FAM012770	FAM010619	FAM004929	FAM010390	FAM004029	FAM000012	FAM006060	FAM001183	FAM004516	FAM008569	FAM001064	FAM008812	FAM026966
rep527_seed2552	FAM006940	FAM000264	FAM011239	FAM009452	FAM002527	FAM000076	FAM002478	FAM001296	FAM012880	FAM004739	FAM001367	FAM000306	FAM003013	FAM012000	FAM023916
rep528_seed2553	FAM000317	FAM001360	FAM003646	FAM009311	FAM006543	FAM005683	FAM005854	FAM005379	FAM004674	FAM000139	FAM008772	FAM005734	FAM005839	FAM006296	FAM029017
rep529_seed2554	FAM008283	FAM000005	FAM002522	FAM005448	FAM002531	FAM009578	FAM006381	FAM004489	FAM005110	FAM005200	FAM009383	FAM007946	FAM010418	FAM007506	FAM026660
rep530_seed2555	FAM001987	FAM014573	FAM003543	FAM004037	FAM007763	FAM001942	FAM012736	FAM009441	FAM014439	FAM001702	FAM000306	FAM010231	FAM003425	FAM000410	FAM024853
rep531_seed2556	FAM008765	FAM005694	FAM002032	FAM006673	FAM008763	FAM006597	FAM007840	FAM004739	FAM007621	FAM000886	FAM010950	FAM001490	FAM001000	FAM007458	FAM018235
rep532_seed2557	FAM004347	FAM004412	FAM007648	FAM009717	FAM000107	FAM001023	FAM000552	FAM001369	FAM000469	FAM003891	FAM003525	FAM000580	FAM001560	FAM007979	FAM026078
rep533_seed2558	FAM012956	FAM004159	FAM005499	FAM003409	FAM002240	FAM012627	FAM003829	FAM001094	FAM007925	FAM007973	FAM004485	FAM007003	FAM009023	FAM004597	FAM017373
rep534_seed2559	FAM004179	FAM003033	FAM000229	FAM001580	FAM002659	FAM002992	FAM001029	FAM008947	FAM010608	FAM002147	FAM009726	FAM001570	FAM008165	FAM002014	FAM023312
rep535_seed2560	FAM000859	FAM001778	FAM014016	FAM002842	FAM004910	FAM008226	FAM009580	FAM001840	FAM001478	FAM005840	FAM006191	FAM002780	FAM004385	FAM003607	FAM022195
rep536_seed2561	FAM014565	FAM004701	FAM003813	FAM012507	FAM003778	FAM004396	FAM004697	FAM013366	FAM002534	FAM004725	FAM002605	FAM002615	FAM004425	FAM003868	FAM020559
rep537_seed2562	FAM004154	FAM004462	FAM005929	FAM005304	FAM007777	FAM008915	FAM010280	FAM005256	FAM013052	FAM003648	FAM001272	FAM007344	FAM006923	FAM011293	FAM026150
rep538_seed2563	FAM001490	FAM008696	FAM000609	FAM002701	FAM001624	FAM005492	FAM009168	FAM012603	FAM007635	FAM002257	FAM002324	FAM006890	FAM007292	FAM003269	FAM015326
rep539_seed2564	FAM005892	FAM002015	FAM003017	FAM013709	FAM013668	FAM009038	FAM002143	FAM003492	FAM002402	FAM002614	FAM005815	FAM003101	FAM004021	FAM004949	FAM019664
rep540_seed2565	FAM006756	FAM000512	FAM002362	FAM003146	FAM013016	FAM005297	FAM007286	FAM008257	FAM005111	FAM000731	FAM001419	FAM008506	FAM008440	FAM000744	FAM017274
rep541_seed2566	FAM009149	FAM007447	FAM004983	FAM011254	FAM001218	FAM006135	FAM001145	FAM004425	FAM009929	FAM004047	FAM003757	FAM013668	FAM003654	FAM003121	FAM026980
rep542_seed2567	FAM002350	FAM005534	FAM008560	FAM006756	FAM001670	FAM009063	FAM004874	FAM004560	FAM000194	FAM000361	FAM002494	FAM000620	FAM001881	FAM001856	FAM028166
rep543_seed2568	FAM000846	FAM007777	FAM003944	FAM001144	FAM000799	FAM003807	FAM008404	FAM003703	FAM010399	FAM006350	FAM000784	FAM011708	FAM004493	FAM014228	FAM014857
rep544_seed2569	FAM009150	FAM003868	FAM005898	FAM004333	FAM005226	FAM008943	FAM004088	FAM005391	FAM005913	FAM008229	FAM002506	FAM003271	FAM005092	FAM004757	FAM024516
rep545_seed2570	FAM010809	FAM004314	FAM005998	FAM012603	FAM000923	FAM011671	FAM008807	FAM005001	FAM002133	FAM003727	FAM002921	FAM002148	FAM006892	FAM002260	FAM018454
rep546_seed2571	FAM007076	FAM010387	FAM001515	FAM009585	FAM005481	FAM003485	FAM002095	FAM002911	FAM002580	FAM005365	FAM003332	FAM003493	FAM008722	FAM010514	FAM028135
rep547_seed2572	FAM007232	FAM004466	FAM000096	FAM002410	FAM002331	FAM007394	FAM007612	FAM005888	FAM004575	FAM004359	FAM008122	FAM004400	FAM003176	FAM009031	FAM026540
rep548_seed2573	FAM008548	FAM003165	FAM002919	FAM001473	FAM004146	FAM001913	FAM009445	FAM008329	FAM006091	FAM007146	FAM005470	FAM007811	FAM005366	FAM006378	FAM024035
rep549_seed2574	FAM007823	FAM000664	FAM003765	FAM005607	FAM002844	FAM011372	FAM009455	FAM010584	FAM003357	FAM003558	FAM000181	FAM006641	FAM005031	FAM001455	FAM023916
rep550_seed2575	FAM006454	FAM010584	FAM007369	FAM005126	FAM000193	FAM001881	FAM006059	FAM006205	FAM004788	FAM007214	FAM006105	FAM003685	FAM009433	FAM011649	FAM024951
rep551_seed2576	FAM009152	FAM011968	FAM010290	FAM005555	FAM011306	FAM001216	FAM011146	FAM000916	FAM002533	FAM006214	FAM003320	FAM004132	FAM003821	FAM006143	FAM020795
rep552_seed2577	FAM006283	FAM005602	FAM002202	FAM006025	FAM001455	FAM008384	FAM005144	FAM006471	FAM004952	FAM003372	FAM013276	FAM014228	FAM008396	FAM009751	FAM022676
rep553_seed2578	FAM007245	FAM005188	FAM004615	FAM008412	FAM004732	FAM012465	FAM001723	FAM009730	FAM003101	FAM004526	FAM008039	FAM004579	FAM005147	FAM006209	FAM025437
rep554_seed2579	FAM010210	FAM004146	FAM012453	FAM005170	FAM011412	FAM009379	FAM006473	FAM009318	FAM005688	FAM002646	FAM001153	FAM004403	FAM003401	FAM004392	FAM022137
rep555_seed2580	FAM009596	FAM005319	FAM002442	FAM000791	FAM008436	FAM001347	FAM008449	FAM002325	FAM000132	FAM006722	FAM003063	FAM010714	FAM003472	FAM001840	FAM016508
rep556_seed2581	FAM009751	FAM001362	FAM004052	FAM008140	FAM004126	FAM006878	FAM004835	FAM011652	FAM001989	FAM002181	FAM007340	FAM006482	FAM004776	FAM013986	FAM018357
rep557_seed2582	FAM006159	FAM002297	FAM003862	FAM007857	FAM000041	FAM012940	FAM012721	FAM002254	FAM014239	FAM007260	FAM004082	FAM007268	FAM007088	FAM013116	FAM027683
rep558_seed2583	FAM008329	FAM005436	FAM003059	FAM006769	FAM001355	FAM007399	FAM007902	FAM007478	FAM004841	FAM001292	FAM005130	FAM000775	FAM004800	FAM004284	FAM026244
rep559_seed2584	FAM003943	FAM000528	FAM012319	FAM003982	FAM000863	FAM005261	FAM002890	FAM010832	FAM003143	FAM004865	FAM001590	FAM007288	FAM002286	FAM004764	FAM024902
