rep000_seed0000	CFF000437	CFF000610	CFF000428	CFF001141	CFF003956	CFF001018	CFF000322	CFF000659	CFF000319	CFF000379	CFF001257	CFF002337	CFF000637	CFF006553	CFF000083	CFF000451	CFF000899	CFF001189	CFF001406	CFF000575	CFF000670	CFF002295	CFF000044	CFF000452	CFF000672	CFF001027	CFF000274	CFF001499	CFF000209	CFF001554	CFF000256	CFF000558	CFF009478	CFF002891	CFF000237	CFF000474	CFF000079	CFF000737	CFF000022	CFF000013	CFF001975	CFF000810	CFF000622	CFF000424	CFF000605	CFF057668	CFF006988	CFF000752	CFF001201	CFF003996	CFF000523	CFF000503	CFF000621	CFF001323	CFF000427	CFF000062	CFF029952	CFF001929	CFF010002	CFF000500	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF005943	CFF000624	CFF000330	CFF001254	CFF000178	CFF000331	CFF035066	CFF115363
rep750_seed2775	FAM006290	FAM002681	FAM012250	FAM000920	FAM009580	FAM002119	FAM002413	FAM009404	FAM009031	FAM005112	FAM011038	FAM005166	FAM009056	FAM005772	FAM005801	FAM012447	FAM001618	FAM006434	FAM000199	FAM005794	FAM000981	FAM002365	FAM003190	FAM008941	FAM002915	FAM005248	FAM007547	FAM005776	FAM007179	FAM000534	FAM003127	FAM008293	FAM001278	FAM005228	FAM009749	FAM006216	FAM000328	FAM006343	FAM000166	FAM001744	FAM004111	FAM003599	FAM001344	FAM000143	FAM006729	FAM010721	FAM009792	FAM003197	FAM006282	FAM004075	FAM003439	FAM009041	FAM005863	FAM000639	FAM010460	FAM001326	FAM003664	FAM006493	FAM000327	FAM007046	FAM012591	FAM005645	FAM004436	FAM001833	FAM008595	FAM012918	FAM008052	FAM007931	FAM132023	FAM064417	FAM036913	FAM035389	FAM019965
rep751_seed2776	FAM000191	FAM003082	FAM001997	FAM007218	FAM007422	FAM005392	FAM012237	FAM003001	FAM006144	FAM011801	FAM000458	FAM001474	FAM010334	FAM007526	FAM005738	FAM010074	FAM002574	FAM001537	FAM005062	FAM002877	FAM006332	FAM009357	FAM008888	FAM001988	FAM000887	FAM003710	FAM002898	FAM014126	FAM011551	FAM006345	FAM000599	FAM003123	FAM006358	FAM002068	FAM006375	FAM013000	FAM003564	FAM013922	FAM000388	FAM006021	FAM005390	FAM003756	FAM001267	FAM009198	FAM013011	FAM007304	FAM001385	FAM000086	FAM006035	FAM003988	FAM009446	FAM003946	FAM007264	FAM011000	FAM000129	FAM010427	FAM007450	FAM001007	FAM000949	FAM004750	FAM004975	FAM003323	FAM009157	FAM000048	FAM006330	FAM009462	FAM009131	FAM008104	FAM134041	FAM068510	FAM029849	FAM041102	FAM027218
rep752_seed2777	FAM002900	FAM009384	FAM004006	FAM000188	FAM002770	FAM007445	FAM011671	FAM012398	FAM005200	FAM000475	FAM012137	FAM003567	FAM005362	FAM011615	FAM002044	FAM005469	FAM001660	FAM002580	FAM003771	FAM003158	FAM006145	FAM008549	FAM013044	FAM001672	FAM007336	FAM010422	FAM009167	FAM003266	FAM014408	FAM011515	FAM003268	FAM011589	FAM000486	FAM003444	FAM001978	FAM000941	FAM005220	FAM002677	FAM014674	FAM005341	FAM005356	FAM010569	FAM008170	FAM008472	FAM007559	FAM004071	FAM000963	FAM007741	FAM001849	FAM002197	FAM002089	FAM001782	FAM006109	FAM008115	FAM006261	FAM000945	FAM007586	FAM005637	FAM002130	FAM004644	FAM001437	FAM003541	FAM008870	FAM009025	FAM001783	FAM007661	FAM011324	FAM014626	FAM116544	FAM061846	FAM033846	FAM039439	FAM017160
rep753_seed2778	FAM000794	FAM014045	FAM007697	FAM008619	FAM002540	FAM009203	FAM005735	FAM005247	FAM005464	FAM005902	FAM007873	FAM002947	FAM000455	FAM008738	FAM001207	FAM001456	FAM004423	FAM000067	FAM008306	FAM012925	FAM007911	FAM001820	FAM010570	FAM010518	FAM003691	FAM004065	FAM001091	FAM009550	FAM003565	FAM009281	FAM013296	FAM007587	FAM001855	FAM000208	FAM003593	FAM002933	FAM000184	FAM005306	FAM003340	FAM009233	FAM004901	FAM002884	FAM010735	FAM003352	FAM002457	FAM004268	FAM007015	FAM000188	FAM000158	FAM011347	FAM008243	FAM004087	FAM013616	FAM006979	FAM006728	FAM014225	FAM001872	FAM002812	FAM003180	FAM002354	FAM002413	FAM000117	FAM006840	FAM012722	FAM005483	FAM007661	FAM007822	FAM014297	FAM144307	FAM065043	FAM033740	FAM033413	FAM014760
rep754_seed2779	FAM006015	FAM001940	FAM001741	FAM008203	FAM009039	FAM006277	FAM003717	FAM010324	FAM006868	FAM005981	FAM011878	FAM011981	FAM009026	FAM002224	FAM001728	FAM002707	FAM004667	FAM009638	FAM005991	FAM004786	FAM001169	FAM005090	FAM002617	FAM012485	FAM013146	FAM002430	FAM008706	FAM002229	FAM002363	FAM005808	FAM003647	FAM000902	FAM010104	FAM010611	FAM003038	FAM007423	FAM007986	FAM010487	FAM000590	FAM004840	FAM002884	FAM011680	FAM005435	FAM010418	FAM002945	FAM003085	FAM000203	FAM000632	FAM007271	FAM004345	FAM010197	FAM005118	FAM000545	FAM002566	FAM007527	FAM001471	FAM013986	FAM007618	FAM005833	FAM009055	FAM003121	FAM010259	FAM001544	FAM003484	FAM001157	FAM009924	FAM013338	FAM007287	FAM108332	FAM074355	FAM032213	FAM031606	FAM020056
rep755_seed2780	FAM001813	FAM005449	FAM011748	FAM002213	FAM001934	FAM002676	FAM009822	FAM000846	FAM003474	FAM000043	FAM001311	FAM000849	FAM000842	FAM002342	FAM000416	FAM011451	FAM012461	FAM006630	FAM004371	FAM007982	FAM011675	FAM004393	FAM011771	FAM001897	FAM005210	FAM004068	FAM000421	FAM001262	FAM003344	FAM007695	FAM000907	FAM003350	FAM000216	FAM005390	FAM002858	FAM009387	FAM000795	FAM007096	FAM000918	FAM003927	FAM006229	FAM006623	FAM006159	FAM007570	FAM004125	FAM000350	FAM009925	FAM003199	FAM007844	FAM007392	FAM002292	FAM008564	FAM002596	FAM006074	FAM001927	FAM000191	FAM005006	FAM012481	FAM003468	FAM002971	FAM002471	FAM008051	FAM003978	FAM004589	FAM004050	FAM012209	FAM011057	FAM012584	FAM132307	FAM062546	FAM036774	FAM033645	FAM024848
rep756_seed2781	FAM003061	FAM004035	FAM009956	FAM001766	FAM000600	FAM005807	FAM009112	FAM009507	FAM005687	FAM002603	FAM001178	FAM001526	FAM009894	FAM002509	FAM013261	FAM005099	FAM000593	FAM005010	FAM010890	FAM006538	FAM007604	FAM004915	FAM004864	FAM002879	FAM000766	FAM009144	FAM007396	FAM001947	FAM008304	FAM009998	FAM010335	FAM004027	FAM001594	FAM000779	FAM005765	FAM001685	FAM008405	FAM003240	FAM007058	FAM005125	FAM001091	FAM013074	FAM005608	FAM009302	FAM005785	FAM004615	FAM002576	FAM014090	FAM010200	FAM005061	FAM005955	FAM002727	FAM000990	FAM011280	FAM004628	FAM000265	FAM001932	FAM007612	FAM002150	FAM010408	FAM007709	FAM000098	FAM003760	FAM000722	FAM008188	FAM007770	FAM011476	FAM012807	FAM109067	FAM059522	FAM040792	FAM036097	FAM015581
rep757_seed2782	FAM010425	FAM007139	FAM002666	FAM000118	FAM003422	FAM014305	FAM011926	FAM001380	FAM011515	FAM014341	FAM009091	FAM005912	FAM001605	FAM010514	FAM009431	FAM001444	FAM010028	FAM001997	FAM006530	FAM005405	FAM000555	FAM003724	FAM007306	FAM003368	FAM012398	FAM005065	FAM012037	FAM002491	FAM009484	FAM011864	FAM003730	FAM006657	FAM001993	FAM007545	FAM002174	FAM012237	FAM004391	FAM008792	FAM003987	FAM001732	FAM008449	FAM012753	FAM001358	FAM008601	FAM006073	FAM007876	FAM000120	FAM011294	FAM003111	FAM006388	FAM008487	FAM002120	FAM006957	FAM009871	FAM002447	FAM002412	FAM003196	FAM005423	FAM000645	FAM007330	FAM001560	FAM009799	FAM001791	FAM003854	FAM007586	FAM013654	FAM011759	FAM013461	FAM114946	FAM064032	FAM038943	FAM039409	FAM015654
rep758_seed2783	FAM011281	FAM004541	FAM003700	FAM001272	FAM000587	FAM010111	FAM004793	FAM010918	FAM006753	FAM004130	FAM012105	FAM003197	FAM008096	FAM000876	FAM010290	FAM005672	FAM009950	FAM000335	FAM008929	FAM005165	FAM004097	FAM005927	FAM001778	FAM004479	FAM002625	FAM006241	FAM004171	FAM009943	FAM004896	FAM004595	FAM011054	FAM002729	FAM002511	FAM002109	FAM007240	FAM007979	FAM002516	FAM014466	FAM000399	FAM006596	FAM000208	FAM008816	FAM008481	FAM006749	FAM000595	FAM000045	FAM003544	FAM005010	FAM002679	FAM006147	FAM002248	FAM004564	FAM000293	FAM006614	FAM010497	FAM002227	FAM013834	FAM006454	FAM000349	FAM005559	FAM014012	FAM002957	FAM006095	FAM003710	FAM003221	FAM006713	FAM008887	FAM008849	FAM108332	FAM065289	FAM035980	FAM042219	FAM016676
rep759_seed2784	FAM001496	FAM002323	FAM006082	FAM008336	FAM004989	FAM007900	FAM006436	FAM002893	FAM012138	FAM009186	FAM005542	FAM002676	FAM010516	FAM011396	FAM003997	FAM010448	FAM012565	FAM000911	FAM010488	FAM003577	FAM002902	FAM004822	FAM006987	FAM007850	FAM004024	FAM005597	FAM000015	FAM003760	FAM011239	FAM007343	FAM005616	FAM004973	FAM004846	FAM000059	FAM012110	FAM000825	FAM010339	FAM005406	FAM010538	FAM007837	FAM000780	FAM006992	FAM001023	FAM000364	FAM014151	FAM004103	FAM004768	FAM009916	FAM012489	FAM004669	FAM008271	FAM006142	FAM009187	FAM010878	FAM013888	FAM005450	FAM010642	FAM010188	FAM003565	FAM014278	FAM012940	FAM000250	FAM001105	FAM008802	FAM002806	FAM010808	FAM007383	FAM014377	FAM109688	FAM060989	FAM038533	FAM039994	FAM026299
rep760_seed2785	FAM007952	FAM001193	FAM005635	FAM006698	FAM007222	FAM003340	FAM004817	FAM000773	FAM005744	FAM005346	FAM001721	FAM004746	FAM007570	FAM001006	FAM000308	FAM000420	FAM010149	FAM011944	FAM006694	FAM006801	FAM002129	FAM006031	FAM000240	FAM003782	FAM006521	FAM008651	FAM001388	FAM011092	FAM002663	FAM003771	FAM004514	FAM008601	FAM004034	FAM005683	FAM000602	FAM012829	FAM002706	FAM000227	FAM009140	FAM009555	FAM000082	FAM006778	FAM004427	FAM010764	FAM008519	FAM001680	FAM002170	FAM002857	FAM004404	FAM003141	FAM003829	FAM004549	FAM011786	FAM002121	FAM010655	FAM004842	FAM002554	FAM003529	FAM002810	FAM007740	FAM013709	FAM006829	FAM010468	FAM004547	FAM009108	FAM009890	FAM007320	FAM010042	FAM137393	FAM058396	FAM032230	FAM041641	FAM024980
rep761_seed2786	FAM007230	FAM002884	FAM012027	FAM002117	FAM006160	FAM002653	FAM007684	FAM009946	FAM002028	FAM000296	FAM003584	FAM007896	FAM007958	FAM005413	FAM003870	FAM005637	FAM003143	FAM004495	FAM009925	FAM006836	FAM009374	FAM013210	FAM004073	FAM009416	FAM006687	FAM003004	FAM005094	FAM002563	FAM005972	FAM011866	FAM012582	FAM007612	FAM010543	FAM002962	FAM004360	FAM007655	FAM013259	FAM006368	FAM008546	FAM008720	FAM011467	FAM006455	FAM003032	FAM003211	FAM002674	FAM003529	FAM009143	FAM000140	FAM004106	FAM006453	FAM000101	FAM005466	FAM000898	FAM000247	FAM014173	FAM001019	FAM000973	FAM001512	FAM012876	FAM006119	FAM002413	FAM000043	FAM013519	FAM003228	FAM007278	FAM008587	FAM009222	FAM012526	FAM130408	FAM068970	FAM032340	FAM035606	FAM017841
rep762_seed2787	FAM004126	FAM008617	FAM004622	FAM006134	FAM003297	FAM008814	FAM011767	FAM005776	FAM003838	FAM007985	FAM000582	FAM000506	FAM009471	FAM001968	FAM004201	FAM001072	FAM003490	FAM014471	FAM002590	FAM002313	FAM003554	FAM000075	FAM002158	FAM001440	FAM001665	FAM001569	FAM003702	FAM004380	FAM009515	FAM000782	FAM003199	FAM008306	FAM000909	FAM005049	FAM000490	FAM010166	FAM008164	FAM003038	FAM004139	FAM007106	FAM014012	FAM004387	FAM000230	FAM010948	FAM008489	FAM001326	FAM012691	FAM007819	FAM004215	FAM004312	FAM012329	FAM000311	FAM010918	FAM005455	FAM004994	FAM003418	FAM002705	FAM005565	FAM005014	FAM008448	FAM014003	FAM010302	FAM001812	FAM002358	FAM010878	FAM011904	FAM011457	FAM008042	FAM114883	FAM060433	FAM042465	FAM037374	FAM017699
rep763_seed2788	FAM003349	FAM005729	FAM000967	FAM004195	FAM009284	FAM002311	FAM000089	FAM013123	FAM007788	FAM003626	FAM008284	FAM006464	FAM012760	FAM004894	FAM009141	FAM008035	FAM000470	FAM008062	FAM000626	FAM001132	FAM006433	FAM001778	FAM007824	FAM007434	FAM009585	FAM002545	FAM013056	FAM012133	FAM003995	FAM000517	FAM005333	FAM003264	FAM002547	FAM004436	FAM004366	FAM000088	FAM009746	FAM002768	FAM003409	FAM004171	FAM007517	FAM008763	FAM004216	FAM004079	FAM004517	FAM006834	FAM004734	FAM001024	FAM003234	FAM011675	FAM004922	FAM004649	FAM008106	FAM010168	FAM006332	FAM006312	FAM008824	FAM001316	FAM004270	FAM004262	FAM003935	FAM005767	FAM004895	FAM001947	FAM000555	FAM009976	FAM010754	FAM013339	FAM129820	FAM060988	FAM040340	FAM032390	FAM022633
rep764_seed2789	FAM003137	FAM009515	FAM011444	FAM004874	FAM005108	FAM005630	FAM007013	FAM005357	FAM004317	FAM004567	FAM009647	FAM010801	FAM001004	FAM005009	FAM002588	FAM008570	FAM007297	FAM000771	FAM000202	FAM003659	FAM000627	FAM000375	FAM002561	FAM007797	FAM000930	FAM008802	FAM003685	FAM001000	FAM009218	FAM007873	FAM008974	FAM005073	FAM003578	FAM007335	FAM012134	FAM013634	FAM011564	FAM008823	FAM001744	FAM004393	FAM002000	FAM003092	FAM005084	FAM009057	FAM005921	FAM003871	FAM009155	FAM004913	FAM006355	FAM005749	FAM004868	FAM000014	FAM008303	FAM008618	FAM011483	FAM003304	FAM002627	FAM004923	FAM008056	FAM001199	FAM001478	FAM005496	FAM013966	FAM005778	FAM000691	FAM013222	FAM012214	FAM008030	FAM147539	FAM065398	FAM036430	FAM035283	FAM029097
rep765_seed2790	FAM001893	FAM000587	FAM007330	FAM003310	FAM000048	FAM007474	FAM014165	FAM004225	FAM013469	FAM003812	FAM012699	FAM003890	FAM003795	FAM013383	FAM008480	FAM007522	FAM006254	FAM000034	FAM004811	FAM002331	FAM013835	FAM005148	FAM003333	FAM005390	FAM011038	FAM002018	FAM001638	FAM000736	FAM007235	FAM003288	FAM003676	FAM002656	FAM001104	FAM004947	FAM012098	FAM005888	FAM005778	FAM001462	FAM001450	FAM008474	FAM003970	FAM012234	FAM007607	FAM011322	FAM002631	FAM000363	FAM013311	FAM001395	FAM000708	FAM002755	FAM005276	FAM011232	FAM001484	FAM007475	FAM001071	FAM013212	FAM010970	FAM010145	FAM004023	FAM009332	FAM006596	FAM009905	FAM007487	FAM009565	FAM013807	FAM009068	FAM011010	FAM007038	FAM137169	FAM066958	FAM033846	FAM033645	FAM025628
rep766_seed2791	FAM005538	FAM011673	FAM010789	FAM004834	FAM004038	FAM002766	FAM001540	FAM002699	FAM004203	FAM000300	FAM001176	FAM000411	FAM002394	FAM005929	FAM006964	FAM010146	FAM007885	FAM009609	FAM000620	FAM004766	FAM001857	FAM006287	FAM002108	FAM000320	FAM006868	FAM001461	FAM008707	FAM009050	FAM008000	FAM005313	FAM010608	FAM008705	FAM003658	FAM001160	FAM005777	FAM003136	FAM006423	FAM004440	FAM002081	FAM011151	FAM008321	FAM002270	FAM009159	FAM001324	FAM002777	FAM009763	FAM000294	FAM010288	FAM001100	FAM010720	FAM000051	FAM013236	FAM001826	FAM000580	FAM002405	FAM011238	FAM000307	FAM007070	FAM004356	FAM001081	FAM000792	FAM003390	FAM000594	FAM007851	FAM007246	FAM006392	FAM008834	FAM011729	FAM129029	FAM061329	FAM041787	FAM038773	FAM026575
rep767_seed2792	FAM009284	FAM000169	FAM005333	FAM002044	FAM011506	FAM006255	FAM001361	FAM001077	FAM005578	FAM000522	FAM002194	FAM008040	FAM008812	FAM013024	FAM000651	FAM004808	FAM003718	FAM001795	FAM007292	FAM004903	FAM002004	FAM002211	FAM010832	FAM002152	FAM001432	FAM001376	FAM001065	FAM001582	FAM006976	FAM009913	FAM008434	FAM000061	FAM009765	FAM008120	FAM006677	FAM001232	FAM012939	FAM001638	FAM013021	FAM003001	FAM004039	FAM003063	FAM009591	FAM001667	FAM000817	FAM002771	FAM003784	FAM000554	FAM000043	FAM007777	FAM007307	FAM005944	FAM011430	FAM002759	FAM005087	FAM006002	FAM005538	FAM003252	FAM013051	FAM007191	FAM006535	FAM005454	FAM014319	FAM007458	FAM000060	FAM008357	FAM008663	FAM012901	FAM139110	FAM061470	FAM043538	FAM036630	FAM019673
rep768_seed2793	FAM006023	FAM004759	FAM009274	FAM003936	FAM000086	FAM004380	FAM008808	FAM001937	FAM002323	FAM009500	FAM003247	FAM000397	FAM013241	FAM010288	FAM007381	FAM012845	FAM000201	FAM007688	FAM001065	FAM006966	FAM006846	FAM014541	FAM000827	FAM012224	FAM013892	FAM007244	FAM007443	FAM003509	FAM007347	FAM011317	FAM004098	FAM004061	FAM004422	FAM003386	FAM002287	FAM009732	FAM006520	FAM008159	FAM001570	FAM009610	FAM013797	FAM010409	FAM003250	FAM001321	FAM000729	FAM000254	FAM003074	FAM010033	FAM003440	FAM002064	FAM001875	FAM006172	FAM006159	FAM002982	FAM001572	FAM013900	FAM004244	FAM005218	FAM000910	FAM002993	FAM002037	FAM007578	FAM011063	FAM013992	FAM008872	FAM011700	FAM011452	FAM013537	FAM138620	FAM060061	FAM039039	FAM033095	FAM028135
rep769_seed2794	FAM005121	FAM008460	FAM011124	FAM007473	FAM003797	FAM003591	FAM008185	FAM001865	FAM002134	FAM006101	FAM001751	FAM003447	FAM001543	FAM002188	FAM006978	FAM004799	FAM004031	FAM005535	FAM004821	FAM008444	FAM003891	FAM001379	FAM007289	FAM013900	FAM001707	FAM004346	FAM012215	FAM003752	FAM008757	FAM005246	FAM006419	FAM008687	FAM000037	FAM001349	FAM001947	FAM001077	FAM004054	FAM005578	FAM001987	FAM000032	FAM006342	FAM003953	FAM000766	FAM002564	FAM002537	FAM003320	FAM004666	FAM005501	FAM005793	FAM003106	FAM005477	FAM010652	FAM003793	FAM003450	FAM000896	FAM000961	FAM003700	FAM005706	FAM003936	FAM007621	FAM004404	FAM002576	FAM000092	FAM000076	FAM000666	FAM007771	FAM012034	FAM009718	FAM122074	FAM067485	FAM030696	FAM033607	FAM016533
rep770_seed2795	FAM002718	FAM014695	FAM001932	FAM004573	FAM000878	FAM006715	FAM003628	FAM001652	FAM005261	FAM002781	FAM007197	FAM002855	FAM002106	FAM009166	FAM006938	FAM012622	FAM006531	FAM007734	FAM009443	FAM003858	FAM004318	FAM009739	FAM000631	FAM007277	FAM004640	FAM004941	FAM006427	FAM005020	FAM003746	FAM001099	FAM002273	FAM003574	FAM002595	FAM006415	FAM009568	FAM000806	FAM008861	FAM004179	FAM000450	FAM004495	FAM003351	FAM000290	FAM003000	FAM005801	FAM002079	FAM007124	FAM007006	FAM000050	FAM000722	FAM011147	FAM000163	FAM004100	FAM000884	FAM003297	FAM004180	FAM007351	FAM007421	FAM010305	FAM002601	FAM006134	FAM001084	FAM007321	FAM001842	FAM012591	FAM001584	FAM006754	FAM010759	FAM014427	FAM138668	FAM059138	FAM035357	FAM040143	FAM020968
rep771_seed2796	FAM010712	FAM002418	FAM007402	FAM002996	FAM004383	FAM009513	FAM002479	FAM001131	FAM006162	FAM001026	FAM004170	FAM003803	FAM011237	FAM006702	FAM004299	FAM011438	FAM014656	FAM007960	FAM004490	FAM000450	FAM005238	FAM005807	FAM003602	FAM010205	FAM003693	FAM012591	FAM004017	FAM007075	FAM011390	FAM006047	FAM001088	FAM007344	FAM003220	FAM001566	FAM000553	FAM002006	FAM005038	FAM002974	FAM004399	FAM002160	FAM011502	FAM006956	FAM008557	FAM006810	FAM006114	FAM011833	FAM007807	FAM008122	FAM007264	FAM007165	FAM006443	FAM004818	FAM003210	FAM003093	FAM004195	FAM000874	FAM007955	FAM002726	FAM008080	FAM010777	FAM004729	FAM006791	FAM004757	FAM003549	FAM007384	FAM007408	FAM011094	FAM007390	FAM112038	FAM064333	FAM035347	FAM032347	FAM026518
rep772_seed2797	FAM012227	FAM005601	FAM002533	FAM008502	FAM005051	FAM009302	FAM001069	FAM001056	FAM013839	FAM005644	FAM005869	FAM002551	FAM007350	FAM000411	FAM001576	FAM007302	FAM000103	FAM005856	FAM011767	FAM002464	FAM006471	FAM000892	FAM002348	FAM005211	FAM014350	FAM003469	FAM008632	FAM003113	FAM007344	FAM005109	FAM008212	FAM009099	FAM001342	FAM001221	FAM004399	FAM010937	FAM006444	FAM007752	FAM009767	FAM003252	FAM004764	FAM004406	FAM003676	FAM006430	FAM004328	FAM004886	FAM008748	FAM008857	FAM005345	FAM002045	FAM013368	FAM002954	FAM002758	FAM005467	FAM004549	FAM001152	FAM008031	FAM002994	FAM010578	FAM000858	FAM000279	FAM000936	FAM001386	FAM004425	FAM005846	FAM007241	FAM006376	FAM011851	FAM133550	FAM063814	FAM030350	FAM035221	FAM019664
rep773_seed2798	FAM002621	FAM007304	FAM005068	FAM002608	FAM007926	FAM000124	FAM007068	FAM004503	FAM006881	FAM004039	FAM012742	FAM010775	FAM009496	FAM002176	FAM013676	FAM006127	FAM000681	FAM005677	FAM005076	FAM005834	FAM001826	FAM006770	FAM005361	FAM010285	FAM000260	FAM001803	FAM002350	FAM001022	FAM006664	FAM003886	FAM001331	FAM002117	FAM000813	FAM009073	FAM008005	FAM005602	FAM002316	FAM011906	FAM003711	FAM000952	FAM010182	FAM005346	FAM012722	FAM011489	FAM002785	FAM002894	FAM004006	FAM007688	FAM002984	FAM013122	FAM008002	FAM004740	FAM006935	FAM007960	FAM006972	FAM011528	FAM007879	FAM002403	FAM003914	FAM006787	FAM004388	FAM000600	FAM001316	FAM004915	FAM005957	FAM012649	FAM012745	FAM014416	FAM124909	FAM058306	FAM038533	FAM043337	FAM017389
rep774_seed2799	FAM008469	FAM010801	FAM000100	FAM005378	FAM007779	FAM005020	FAM001427	FAM003605	FAM007797	FAM006856	FAM008933	FAM003513	FAM001605	FAM011306	FAM009126	FAM003070	FAM012946	FAM004222	FAM004426	FAM013834	FAM008270	FAM005591	FAM005470	FAM010771	FAM012234	FAM006663	FAM004673	FAM004031	FAM010961	FAM005490	FAM006529	FAM003378	FAM005505	FAM001183	FAM001150	FAM001621	FAM004884	FAM012794	FAM012856	FAM005424	FAM007073	FAM001215	FAM002057	FAM001966	FAM000244	FAM008706	FAM011864	FAM010923	FAM000649	FAM000372	FAM008875	FAM001077	FAM002575	FAM006423	FAM005399	FAM003100	FAM002847	FAM002011	FAM011238	FAM006505	FAM002716	FAM006140	FAM013296	FAM002578	FAM002871	FAM011596	FAM003254	FAM012175	FAM126386	FAM065622	FAM036881	FAM041722	FAM022496
rep775_seed2800	FAM007998	FAM001746	FAM001544	FAM001392	FAM003630	FAM013935	FAM000517	FAM005470	FAM005343	FAM008162	FAM001864	FAM003441	FAM005120	FAM009544	FAM008917	FAM001318	FAM013858	FAM003516	FAM003750	FAM006296	FAM008928	FAM002717	FAM009772	FAM011293	FAM006332	FAM010366	FAM008963	FAM005988	FAM013834	FAM012736	FAM008649	FAM011423	FAM001833	FAM005174	FAM002623	FAM001882	FAM000156	FAM001019	FAM011954	FAM008251	FAM009273	FAM001221	FAM004808	FAM001002	FAM002388	FAM001033	FAM006480	FAM008296	FAM002161	FAM006693	FAM000898	FAM004512	FAM005375	FAM013918	FAM004012	FAM003757	FAM001913	FAM009684	FAM005309	FAM008737	FAM007565	FAM003201	FAM001429	FAM013832	FAM006831	FAM011620	FAM013763	FAM012478	FAM126716	FAM067514	FAM034772	FAM030385	FAM019479
rep776_seed2801	FAM012848	FAM009506	FAM011089	FAM003516	FAM005181	FAM013368	FAM004588	FAM014305	FAM007294	FAM007358	FAM002525	FAM013152	FAM005461	FAM001487	FAM005715	FAM003399	FAM005329	FAM004616	FAM002745	FAM007016	FAM007850	FAM007937	FAM010145	FAM005504	FAM004001	FAM011105	FAM009721	FAM004463	FAM005016	FAM009055	FAM000686	FAM010232	FAM005432	FAM006055	FAM003111	FAM014355	FAM006506	FAM009946	FAM011599	FAM004470	FAM010922	FAM003821	FAM002833	FAM004638	FAM005472	FAM001357	FAM006206	FAM002149	FAM006612	FAM006479	FAM011065	FAM001981	FAM004462	FAM003238	FAM002426	FAM010072	FAM003537	FAM000776	FAM011181	FAM008068	FAM001065	FAM009730	FAM000498	FAM006475	FAM000696	FAM009927	FAM007841	FAM010374	FAM123605	FAM066109	FAM039502	FAM036796	FAM017975
rep777_seed2802	FAM003274	FAM003358	FAM001746	FAM005801	FAM004538	FAM003763	FAM005022	FAM001376	FAM006364	FAM008838	FAM003468	FAM012508	FAM004053	FAM000105	FAM000396	FAM003432	FAM004819	FAM008361	FAM003707	FAM003310	FAM003155	FAM002051	FAM002581	FAM010093	FAM001664	FAM000599	FAM004548	FAM008596	FAM006142	FAM001063	FAM011470	FAM009053	FAM004399	FAM005431	FAM003459	FAM001540	FAM005230	FAM004607	FAM001956	FAM000505	FAM009661	FAM003211	FAM008115	FAM006749	FAM005149	FAM002586	FAM001096	FAM004577	FAM000697	FAM007245	FAM003718	FAM011174	FAM004860	FAM000077	FAM002664	FAM002082	FAM007478	FAM008957	FAM004663	FAM001295	FAM001546	FAM004518	FAM002427	FAM000666	FAM005862	FAM008176	FAM011431	FAM013589	FAM119351	FAM059059	FAM038104	FAM039295	FAM023128
rep778_seed2803	FAM013050	FAM006351	FAM002698	FAM012292	FAM008449	FAM010501	FAM002718	FAM001830	FAM005178	FAM008388	FAM004843	FAM005844	FAM002183	FAM006152	FAM014225	FAM003468	FAM011092	FAM002512	FAM014022	FAM004981	FAM006040	FAM001999	FAM005233	FAM003778	FAM011878	FAM013337	FAM002662	FAM010821	FAM002603	FAM002205	FAM006023	FAM009179	FAM005912	FAM005095	FAM002750	FAM005903	FAM007304	FAM003869	FAM003315	FAM002002	FAM002683	FAM005667	FAM006785	FAM002671	FAM000245	FAM005750	FAM000352	FAM008992	FAM012726	FAM005520	FAM007674	FAM005092	FAM005153	FAM005635	FAM005966	FAM000963	FAM008874	FAM001098	FAM000586	FAM008705	FAM007283	FAM000253	FAM005925	FAM009866	FAM006741	FAM009704	FAM011850	FAM014602	FAM125108	FAM064522	FAM042275	FAM037980	FAM026995
rep779_seed2804	FAM004901	FAM000114	FAM005967	FAM001648	FAM013152	FAM003295	FAM006472	FAM007964	FAM003239	FAM002280	FAM009817	FAM000648	FAM008140	FAM012722	FAM003887	FAM012940	FAM002027	FAM001075	FAM001490	FAM003576	FAM001507	FAM003701	FAM004324	FAM000199	FAM003802	FAM001100	FAM003304	FAM003974	FAM007075	FAM001272	FAM008651	FAM005041	FAM000835	FAM000528	FAM011686	FAM008383	FAM008146	FAM005766	FAM000483	FAM010463	FAM003224	FAM013477	FAM002617	FAM004501	FAM012100	FAM005036	FAM007304	FAM001579	FAM010756	FAM007902	FAM011671	FAM013122	FAM003529	FAM006583	FAM001859	FAM004756	FAM000093	FAM006951	FAM001041	FAM008156	FAM000898	FAM011123	FAM004359	FAM005504	FAM001311	FAM013022	FAM013162	FAM005075	FAM131819	FAM062244	FAM038638	FAM036669	FAM028640
